	LABEL	SENTENCE
601	导购#结束	我会再打电话给你的
602	导购#结束	我先去洗澡了
603	导购#结束	我先走了
604	导购#结束	我得赶末班车回城
605	导购#结束	我想我们这样也谈不出什么名堂来了
606	导购#结束	我想我最好现在就走。
608	导购#结束	我有事先忙
609	导购#结束	我期待着你的消息
610	导购#结束	我现在必须结束我们的谈话了
611	导购#结束	我的朋友正准备走，我得去送他
612	导购#结束	我真的要走了
613	导购#结束	我舍不得你走，但是你要走我也没法挽留，只能说声“一路顺风”
614	导购#结束	我要去吃饭了
615	导购#结束	我要去忙其他事了
616	导购#结束	我要告辞了
617	导购#结束	我要说的都说完了
618	导购#结束	我要走了，不知道下次什么时候再见
619	导购#结束	我要走了，我要迟到了
592	导购#结束	我该告辞了
620	导购#结束	我走啦
621	导购#结束	我非常渴望以后有机会能和你在网上聊天
622	导购#结束	抱歉，我不得不走了
623	导购#结束	拜拜
624	导购#结束	拜拜了
625	导购#结束	撤了。先撤了
626	导购#结束	明天见
627	导购#结束	是我该走的时候了，谢谢您陪我
628	导购#结束	晚安。我睡了
629	导购#结束	晚安，祝好梦
630	导购#结束	来也匆匆，去也匆匆，期待下一次重逢
631	导购#结束	没什么事了
632	导购#结束	没什么事我就先走了
633	导购#结束	没想到已这么晚了，我得走
634	导购#结束	洗洗睡了
635	导购#结束	火车八点开，我恐怕现在得快点走
636	导购#结束	真对不起，你们再聊，我不得不先走一步了
637	导购#结束	祝好梦
638	导购#结束	请珍重
639	导购#结束	请见谅，我不得不先告辞了
640	导购#结束	谢谢光临，希望下次还能为您服务
641	导购#结束	走了，去吃饭了
642	导购#结束	走啦
643	导购#结束	路上小心，注意车辆
681	导购#结束	过得真愉快，谢谢您，再见
644	导购#结束	还有什么需要，再打电话联系我
645	导购#结束	这我们以后再谈
646	导购#结束	那我们就下周再见吧
647	导购#结束	﻿晚安
648	导购#详情	介绍下
649	导购#详情	介绍下详情
650	导购#详情	你这里卖什么牌子的手机
651	导购#详情	具体介绍下
652	导购#详情	具体怎样
653	导购#详情	具体点
654	导购#详情	具体点讲
655	导购#详情	可不可以给我介绍一下这部手机
656	导购#详情	有好的介绍吗
657	导购#详情	详细介绍下
658	导购#详情	详细点
659	导购#详情	详细点讲
660	导购#详情	说清楚点
661	社交义务#不用谢	不客气
662	社交义务#不用谢	不用谢
663	社交义务#不用谢	不谢
664	社交义务#不用谢	你太不客气了
665	社交义务#接受道歉	不介意
666	社交义务#接受道歉	不在意
667	社交义务#接受道歉	不要紧
668	社交义务#接受道歉	做错了可以再来过嘛，加油
669	社交义务#接受道歉	接受你的道歉
670	社交义务#接受道歉	没事
671	社交义务#接受道歉	没事拉
672	社交义务#接受道歉	没关系
673	社交义务#致谢	嗨，幸会
595	社交义务#致谢	我们对您的关照，谨致谢意
674	社交义务#致谢	拜托你了
675	社交义务#致谢	请多关照
676	社交义务#致谢	谢谢你哦
677	社交义务#致谢	谢谢你抽空和我谈话
678	社交义务#致谢	谢谢您的服务
680	社交义务#致谢	辛苦了
682	社交义务#致谢	麻烦你了
683	社交义务#致谢	麻烦您了
684	社交义务#道歉	不好意思，打扰一下
685	社交义务#道歉	我错了
687	社交义务#道歉	打扰了
688	社交义务#道歉	请原谅给你添麻烦了
689	社交义务#道歉	请多保重
679	社交义务#道歉	谢谢，打扰你了
690	社交义务#问候	ch2r你好
691	社交义务#问候	一起都好吗
692	社交义务#问候	中午好
693	社交义务#问候	亲，开心点哦
694	社交义务#问候	亲，祝你好运
695	社交义务#问候	你吃饭了吗
696	社交义务#问候	你吃饭没有
697	社交义务#问候	你好
698	社交义务#问候	你好，在吗
699	社交义务#问候	你好，很高兴能认识你
700	社交义务#问候	叔叔，你好，
701	社交义务#问候	吃过饭了没有
702	社交义务#问候	吃饭了吗
703	社交义务#问候	吃饭了没有
704	社交义务#问候	哈罗
705	社交义务#问候	嗨
706	社交义务#问候	嗨，哈罗
707	社交义务#问候	嗨，近来好吗
708	社交义务#问候	在吗
709	社交义务#问候	工作忙不忙呀
710	社交义务#问候	店家在吗
711	社交义务#问候	很高兴见到你
712	社交义务#问候	您好
713	社交义务#问候	握个手吧
714	社交义务#问候	握手
715	社交义务#问候	早上好
718	社交义务#问候	早上好，夫人
719	社交义务#问候	晚上好
717	社交义务#问候	晚上好，先生
720	社交义务#问候	最近好吗
721	社交义务#问候	最近忙不忙
722	社交义务#问候	最近怎么样
723	社交义务#问候	最近身体好吗
724	社交义务#问候	机器人你好
725	社交义务#问候	欢迎你光临指导
726	社交义务#问候	祝你今天快乐
727	社交义务#问候	祝你幸福快乐
728	社交义务#问候	祝您节日愉快
729	社交义务#问候	节日快乐
716	社交义务#问候	请多多指教
730	社交义务#问候	过得如何呀
731	社交义务#问候	近况如何
732	社交义务#问候	近来好吗
733	社交义务#问候	阿姨，你好
734	社交义务#问候	﻿你好机器人
737	表态#不满	不合意
738	表态#不满	不合胃口
739	表态#不满	不合适
740	表态#不满	不和你玩了
741	表态#不满	不喜欢这个
742	表态#不满	不喜欢这台
743	表态#不满	不喜欢这台手机
744	表态#不满	不喜欢这款
745	表态#不满	不喜欢这款手机
746	表态#不满	不喜欢这种
747	表态#不满	不太合意
748	表态#不满	不太合胃口
749	表态#不满	不太合适
750	表态#不满	不太满意
751	表态#不满	不满意
752	表态#不满	不然还想怎样
753	表态#不满	不理你了
754	表态#不满	不跟你玩了
755	表态#不满	为什么要那么久
756	表态#不满	什么鬼
757	表态#不满	他确实令人讨厌
758	表态#不满	你不该来到这个世界上
759	表态#不满	你们好过分
760	表态#不满	你们给我安静点
761	表态#不满	你怎么那么笨
762	表态#不满	你还想怎样
763	表态#不满	保持安静，不许讲话
764	表态#不满	停下来听我讲句话行不行
765	表态#不满	停停停
766	表态#不满	停，怎么把我给忘了
767	表态#不满	哎呀呀，有种再说一句
768	表态#不满	够了
769	表态#不满	够了！刚才的话把我惹火了
770	表态#不满	大家视你为仇敌
771	表态#不满	太差了
772	表态#不满	好伤人的话啊
773	表态#不满	好过分
774	表态#不满	安静，安静
775	表态#不满	差劲
776	表态#不满	快住口
777	表态#不满	我不和你玩了
833	表态#不满	我不喜欢啊
834	表态#不满	我不喜欢它
835	表态#不满	我不喜欢这个
836	表态#不满	我不喜欢这台手机
837	表态#不满	我不大喜欢
838	表态#不满	我不太喜欢
778	表态#不满	我对你十分无语，不想再听你说话了
779	表态#不满	无语
780	表态#不满	没想象中的好
781	表态#不满	真是无语了
782	表态#不满	糟糕
783	表态#不满	过分
784	表态#不满	还没到我喜欢的
785	表态#不满	这个我不喜欢
786	表态#否定	不可以这样
787	表态#否定	不太好
788	表态#否定	不太行
789	表态#否定	不太靠谱
790	表态#否定	不对
791	表态#否定	不怎么样
792	表态#否定	不是
793	表态#否定	不是很好
794	表态#否定	不是我的菜
795	表态#否定	不是这样的
796	表态#否定	不用了
797	表态#否定	不行
798	表态#否定	不要这个
799	表态#否定	不要这个手机
800	表态#否定	不要这台
801	表态#否定	不要这款
802	表态#否定	不要这款手机
803	表态#否定	不要这种
804	表态#否定	不要这部
805	表态#否定	不要这部手机
806	表态#否定	不靠谱
807	表态#否定	你不应该这样做
808	表态#否定	你不应该这样说
809	表态#否定	你不能乱说话
810	表态#否定	你不能这样做
811	表态#否定	你不能这样想
812	表态#否定	你不能这样说
813	表态#否定	你的做法是不行的
814	表态#否定	你的想法不好
815	表态#否定	你的想法是不对的
816	表态#否定	你的想法是不行的
817	表态#否定	你的观点是不行的
818	表态#否定	你的言论遭到了我们的否定
819	表态#否定	你的论点是不行的
820	表态#否定	你的话非君子之言
821	表态#否定	你说错了
822	表态#否定	你说错了把
823	表态#否定	你这样是不对的
824	表态#否定	你这样是不行的
825	表态#否定	反对你的观点
826	表态#否定	太平常了
827	表态#否定	太普通了
828	表态#否定	平庸
829	表态#否定	很普通
830	表态#否定	我不同意
831	表态#否定	我不同意你的看法
832	表态#否定	我不同意你的说法
839	表态#否定	我不愿意
840	表态#否定	我不要
841	表态#否定	我不要你说得这个
842	表态#否定	我不要这个手机
843	表态#否定	我不要这款手机
844	表态#否定	我不要这部手机
845	表态#否定	我不认为你做得好
846	表态#否定	我不认为你做的对
847	表态#否定	我不认为你的做法是好的
848	表态#否定	我不认为你的做法是对的
849	表态#否定	我不认为你的做法是行的
850	表态#否定	我不认为你的想法是好的
851	表态#否定	我不认为你的想法是对的
852	表态#否定	我不认为你的想法是行的
853	表态#否定	我不认为你的观点是好的
854	表态#否定	我不认为你的观点是对的
855	表态#否定	我不认为你的观点是行的
856	表态#否定	我不认为你的说法是好的
857	表态#否定	我不认为你的说法是对的
858	表态#否定	我不认为你的说法是行的
859	表态#否定	我不认为你说得好
860	表态#否定	我不认为你说得是对的
861	表态#否定	我不认为你说的对
862	表态#否定	我不认为是这样的
863	表态#否定	我不认为这是对的
864	表态#否定	我反对
865	表态#否定	我否定你的做法
866	表态#否定	我否定你的答案
867	表态#否定	我没有
868	表态#否定	我绝对不同意你的观点
869	表态#否定	我觉得不合适
870	表态#否定	我觉得不好
871	表态#否定	我觉得这台手机不好
872	表态#否定	我觉得这款不好
873	表态#否定	我觉得这部手机不好
874	表态#否定	我认为不是这样的
875	表态#否定	我认为你做的不对
876	表态#否定	我认为你的做法不好
877	表态#否定	我认为你的做法是不好的
878	表态#否定	我认为你的做法是不对的
879	表态#否定	我认为你的做法是不行的
880	表态#否定	我认为你的想法不好
881	表态#否定	我认为你的想法是不好的
882	表态#否定	我认为你的想法是不对的
883	表态#否定	我认为你的想法是不行的
884	表态#否定	我认为你的观点不好
885	表态#否定	我认为你的观点是不好的
886	表态#否定	我认为你的观点是不对的
887	表态#否定	我认为你的观点是不行的
888	表态#否定	我认为你的说法不好
889	表态#否定	我认为你的说法是不好的
890	表态#否定	我认为你的说法是不对的
891	表态#否定	我认为你的说法是不行的
892	表态#否定	我认为你说的不对
893	表态#否定	我认为这是不对的
894	表态#否定	无直接关系
895	表态#否定	这不可能是对的
896	表态#否定	这不可能是这样的
897	表态#否定	这不是对的
898	表态#否定	这个我不想要
899	表态#否定	这台手机不要了
900	表态#否定	这是不对的
901	表态#否定	这样是不好的
902	表态#否定	这样是不对的
903	表态#否定	这样是不行的
904	表态#否定	错误
905	表态#否定	﻿不
906	表态#满意	万岁，耶
907	表态#满意	不愧是你
908	表态#满意	不错
909	表态#满意	不错的手机
910	表态#满意	他确实挺不错的
911	表态#满意	他跟你介绍的那个样子差不多，你说的太准了
912	表态#满意	你刚刚的话让我受益匪浅
913	表态#满意	你刚刚让我大吃一惊，说得太好了
914	表态#满意	你刚刚讲的话很精彩
915	表态#满意	你办事，我放心
916	表态#满意	你太给力了
917	表态#满意	你太聪明了，我太崇拜你了
918	表态#满意	你好幽默啊，大家都被你逗乐了
919	表态#满意	你对大家很友善哦
920	表态#满意	你对大家都很公平，值得学习
921	表态#满意	你很勇敢哦
922	表态#满意	你的状态非常饱满哦
923	表态#满意	你的观点很好，大家会赞成的
924	表态#满意	你真厉害
925	表态#满意	你真帅
926	表态#满意	你表现得很自信哦
927	表态#满意	你讲的对，这件事必须按你说的办
928	表态#满意	你说得不错
929	表态#满意	你说得对，我认为很正确
930	表态#满意	你说的真好
931	表态#满意	你说的话好有道理，就按你说的办
932	表态#满意	做人就该像你这样低调嘛
933	表态#满意	做的好
934	表态#满意	听了你的话，顿时心里踏实了
935	表态#满意	和你聊得很开心
936	表态#满意	哈哈，幸亏有你在
937	表态#满意	太给力了
938	表态#满意	好厉害的手机
939	表态#满意	好喜欢的手机
940	表态#满意	好开心啊，谢谢你哦
941	表态#满意	好犀利
942	表态#满意	好犀利啊
943	表态#满意	好评
944	表态#满意	希望你再接再厉，取得更大的进步
945	表态#满意	干得好
946	表态#满意	干的漂亮
947	表态#满意	很好
948	表态#满意	很满意
949	表态#满意	我中意它
950	表态#满意	我中意这款
951	表态#满意	我好中意
952	表态#满意	我好喜欢这个
953	表态#满意	我很享受我们之间的交流
954	表态#满意	我很喜欢
955	表态#满意	我懂了，好厉害
956	表态#满意	我真心喜欢他
957	表态#满意	我非常喜欢这个
958	表态#满意	有你在，真好啊
959	表态#满意	有你真好
960	表态#满意	正解，难得我们能想到一块去
961	表态#满意	漂亮
962	表态#满意	牛
963	表态#满意	牛逼
964	表态#满意	猴赛雷
965	表态#满意	看来你的推荐可以接受
966	表态#满意	真厉害啊
967	表态#满意	真棒
968	表态#满意	真牛
969	表态#满意	真的不错
970	表态#满意	真的好漂亮
971	表态#满意	给你赞一个
972	表态#满意	给力
973	表态#满意	绝对好评
974	表态#满意	讲话就该像你这样
975	表态#满意	说得太棒了
976	表态#满意	貌似很不错哦
977	表态#满意	赞
978	表态#满意	超级棒的手机
979	表态#满意	这个不错
980	表态#满意	这款手机不错
981	表态#满意	这款手机好犀利
982	表态#满意	非常棒
983	表态#犹豫	买还是不买呢
984	表态#犹豫	你好，等我问清楚了，再过来答复您好吗
985	表态#犹豫	你有什么意见
986	表态#犹豫	你有没有什么好的建议
987	表态#犹豫	你有没有好的建议吗
988	表态#犹豫	你的意见呢
989	表态#犹豫	你等等，我再想下
990	表态#犹豫	你认为我买哪款比较好
991	表态#犹豫	你说买哪个好点
992	表态#犹豫	再考虑下
993	表态#犹豫	到底值不值得买呢
994	表态#犹豫	到底哪一款比较好
995	表态#犹豫	可是我没有想好买哪部手机
996	表态#犹豫	哪一个比较好
997	表态#犹豫	哪个好呢
998	表态#犹豫	哪个好看点
999	表态#犹豫	哪款好呢
1000	表态#犹豫	好纠结好纠结呀
1001	表态#犹豫	我不清楚想要哪个
1002	表态#犹豫	我不知道哪个好
1003	表态#犹豫	我不知道选哪一个
1004	表态#犹豫	我不知道选哪款手机
1005	表态#犹豫	我不确定到底要买哪一款手机
1006	表态#犹豫	我再思考下
1007	表态#犹豫	我再想想
1008	表态#犹豫	我再考虑下把
1009	表态#犹豫	我和朋友商量下
1010	表态#犹豫	我思考下
1011	表态#犹豫	我想先考虑下
1012	表态#犹豫	我想想
1013	表态#犹豫	我想考虑下
1014	表态#犹豫	我无法做出决定
1015	表态#犹豫	我没有任何思路
1016	表态#犹豫	我没有任何想法
1017	表态#犹豫	我没有任何方案
1018	表态#犹豫	我没有任何观点
1019	表态#犹豫	我没有好的做法
1020	表态#犹豫	我没有好的思路
1021	表态#犹豫	我没有好的想法
1022	表态#犹豫	我没有好的方案
1023	表态#犹豫	我没有好的观点
1024	表态#犹豫	我犹豫不决啊
1025	表态#犹豫	我要买哪一个
1026	表态#犹豫	我该使用哪款手机
1027	表态#犹豫	我还在纠结哪一个
1028	表态#犹豫	有好的意见吗
1029	表态#犹豫	正在犹豫要不要
1031	表态#犹豫	犹豫不决
1032	表态#犹豫	等一下，我想想
1033	表态#犹豫	给点意见
1034	表态#犹豫	考虑下
1035	表态#犹豫	要这部手机还是那部呢
1036	表态#犹豫	谁比较好
1037	表态#犹豫	这部手机好还是那部手机好
1038	表态#犹豫	选哪一台好呢
1039	表态#犹豫	那么，你觉得哪一款适合我
1040	表态#犹豫	那么，你觉得这部手机好吗
1041	表态#犹豫	那么，我选哪一款好
1042	表态#犹豫	都不知买不买好
1043	表态#犹豫	﻿纠结，不知道买不买好，好纠结
1044	表态#疑问	为什么
1045	表态#疑问	真的么
1046	表态#疑问	真的么，好好玩的样子
1047	表态#疑问	真的么？怎么会这样呢
1048	表态#疑问	真的吗?
1049	表态#疑问	真的是这样吗?
1050	表态#肯定	OK
735	表态#肯定	一般般
736	表态#肯定	一般般你
1051	表态#肯定	你是对的
1052	表态#肯定	你说得对
1053	表态#肯定	你说的对哦，这件事本该如此
1054	表态#肯定	可以
1055	表态#肯定	可以啦
1056	表态#肯定	可以喔
1057	表态#肯定	可以接受
1058	表态#肯定	可以没问题
1059	表态#肯定	可以的
1060	表态#肯定	可以要
1061	表态#肯定	同意
1062	表态#肯定	听你的话
1063	表态#肯定	呦西
1064	表态#肯定	嗯
1065	表态#肯定	嗯，好的啊
1066	表态#肯定	嗯，对
1067	表态#肯定	嗯，我认为我的想法完全正确
1068	表态#肯定	嗯，我认为我的想法是对的
1069	表态#肯定	嗯，我认为这是对的
1070	表态#肯定	嗯，我认为这是正确的
1071	表态#肯定	嗯，我认为这能行
1072	表态#肯定	嗯，是的
1073	表态#肯定	嗯，是这样
1074	表态#肯定	嗯，肯定是对的
1075	表态#肯定	嗯，肯定是正确的
1076	表态#肯定	嗯，这是对的啊
1077	表态#肯定	好吧
1078	表态#肯定	好好好
1079	表态#肯定	好的
1080	表态#肯定	好的啊
1081	表态#肯定	好的，我支持你
1082	表态#肯定	完全正确
1083	表态#肯定	对
1084	表态#肯定	对啊
1085	表态#肯定	对啊，对啊
1086	表态#肯定	对的
1087	表态#肯定	对的啊
1088	表态#肯定	对，就是这样
1089	表态#肯定	就是你说的这样做
1090	表态#肯定	就该这样做的
1091	表态#肯定	感觉好像那部手机好一点
1092	表态#肯定	我也觉得也是
1093	表态#肯定	我也这么认为的
1094	表态#肯定	我同意
1095	表态#肯定	我同意你的想法
1096	表态#肯定	我同意你的说法
1097	表态#肯定	我坚信我的想法是对的
1098	表态#肯定	我坚信我的想法是正确的
1099	表态#肯定	我坚信我的想法，那是一定正确的
1100	表态#肯定	我坚信我的想法，那是十分正确的
1101	表态#肯定	我坚信我的想法，那是完全正确的
1102	表态#肯定	我坚信我的想法，那是绝对正确的
1103	表态#肯定	我坚信我的想法，那是肯定正确的
1104	表态#肯定	我坚信我的想法，那是非常正确的
1105	表态#肯定	我坚信我的观点是对的
1106	表态#肯定	我坚信我的观点是正确的
1107	表态#肯定	我坚信我的论点是对的
1108	表态#肯定	我坚信我的论点是正确的
1109	表态#肯定	我坚信这一定能行
1110	表态#肯定	我坚信这完全能行
1111	表态#肯定	我坚信这绝对能行
1112	表态#肯定	我坚信这肯定能行
1113	表态#肯定	我坚信这能行
1114	表态#肯定	我就是这样觉得的
1115	表态#肯定	我想这是正确的
1116	表态#肯定	我的想法一定正确
1117	表态#肯定	我相信
1118	表态#肯定	我知道了
1119	表态#肯定	我肯定我的想法是一定正确的
1120	表态#肯定	我肯定我的想法是十分正确的
1121	表态#肯定	我肯定我的想法是完全正确的
1122	表态#肯定	我肯定我的想法是对的
1123	表态#肯定	我肯定我的想法是绝对正确的
1124	表态#肯定	我肯定我的想法是肯定正确的
1125	表态#肯定	我肯定我的想法是非常正确的
1126	表态#肯定	我肯定我的观点是对的
1127	表态#肯定	我肯定我的论点是对的
1128	表态#肯定	我肯定这是对的
1129	表态#肯定	我认为完全正确
1130	表态#肯定	我认为我一定对
1131	表态#肯定	我认为我一定正确
1132	表态#肯定	我认为我是对的
1133	表态#肯定	我认为我是正确的
1134	表态#肯定	我认为我的想法一定正确
1135	表态#肯定	我认为我的想法十分正确
1136	表态#肯定	我认为我的想法完全正确
1137	表态#肯定	我认为我的想法是正确的
1138	表态#肯定	我认为我的想法绝对正确
1139	表态#肯定	我认为我的想法肯定正确
1140	表态#肯定	我认为我的想法非常正确
1141	表态#肯定	我认为是对的
1142	表态#肯定	我认为肯定是这样
1143	表态#肯定	我认为肯定能行
1144	表态#肯定	我认为这是正确的
1145	表态#肯定	我认同你
1146	表态#肯定	是
1147	表态#肯定	是啊，我也这么认为
1148	表态#肯定	是啊，是啊
1149	表态#肯定	是的
1150	表态#肯定	是的啊
1151	表态#肯定	是的，这是一定正确的
1152	表态#肯定	是的，这是十分正确的
1153	表态#肯定	是的，这是完全正确的
1154	表态#肯定	是的，这是绝对正确的
1155	表态#肯定	是的，这是肯定正确的
1156	表态#肯定	是的，这是非常正确的
1157	表态#肯定	是的，这样是正确的
1158	表态#肯定	正确
1030	表态#肯定	没那么喜欢
1159	表态#肯定	没错
1160	表态#肯定	没错，这是一定正确的
1161	表态#肯定	没错，这是十分正确的
1162	表态#肯定	没错，这是完全正确的
1163	表态#肯定	没错，这是对的
1164	表态#肯定	没错，这是绝对正确的
1165	表态#肯定	没错，这是肯定正确的
1166	表态#肯定	没错，这是非常正确的
1167	表态#肯定	没问题
1168	表态#肯定	真的该这样
1169	表态#肯定	确定要
1170	表态#肯定	肯定是啦
1171	表态#肯定	能
1172	表态#肯定	行
1173	表态#肯定	要
1174	表态#肯定	还可以喔
1175	表态#肯定	还好
1176	表态#肯定	还行
1177	表态#肯定	这一定是完全正确的
1178	表态#肯定	这一定能行
1179	表态#肯定	这不存在问题，这是一定正确的
1180	表态#肯定	这不存在问题，这是十分正确的
1181	表态#肯定	这不存在问题，这是完全正确的
1182	表态#肯定	这不存在问题，这是绝对正确的
1183	表态#肯定	这不存在问题，这是肯定正确的
1184	表态#肯定	这不存在问题，这是非常正确的
1185	表态#肯定	这完全没有异义
1186	表态#肯定	这完全能行
1187	表态#肯定	这当然是对的啊
1188	表态#肯定	这当然是正确的啊
1189	表态#肯定	这手机挺好看的
1190	表态#肯定	这手机挺漂亮的
1191	表态#肯定	这是绝对正确的
1192	表态#肯定	这显然是对的啊
1193	表态#肯定	这显然是正确的啊
1194	表态#肯定	这样挺好的
1195	表态#肯定	这样是正确的
1196	表态#肯定	这肯定能行
1197	表态#肯定	这能行
1198	表态#肯定	﻿这一定是对的
1199	表态#附和	呵呵
1200	表态#附和	哈哈哈
1201	表态#附和	哈哈哈哈
1202	表态#附和	哈哈，你太帅了吧
1203	表态#附和	哈哈，好好笑啊
1204	表态#附和	哈哈，我是在逗你玩的
1205	表态#附和	哦，原来如此
1206	表态#附和	喵
1207	表态#附和	是这样的吧
1208	表态#附和	汪
1209	表态#附和	额
1210	表态#随便	你说是就是咯
1211	表态#随便	无所谓
1212	表态#随便	没有什么要求
1213	表态#随便	没有要求
1214	表态#随便	没要求
1215	表态#随便	这个无所谓
1216	表态#随便	都可以
1217	表态#随便	都行
1218	表态#随便	随便啦
1219	闲聊#天气	4号那天好像会刮台风
1220	闲聊#天气	一场台风把这里的雾霾刮走了
1221	闲聊#天气	一看到浓密的乌云就知道一场暴雨快来了
1222	闲聊#天气	下个月冬天来了就开始下雪了
1223	闲聊#天气	下个月天气就开始变得干燥起来了
1224	闲聊#天气	下雨了啊
1225	闲聊#天气	不过这里的雾霾天气越来越严重了
1226	闲聊#天气	中到大雪、
1227	闲聊#天气	今天下了一天的雨了
1228	闲聊#天气	今天又是阴天
1229	闲聊#天气	今天天气不错嘛
1230	闲聊#天气	今天天气好不好
1231	闲聊#天气	今天天气怎么样
1232	闲聊#天气	今天天气真的很好
1233	闲聊#天气	今天很晒啊
1234	闲聊#天气	今天早上刮了好大的雾
1235	闲聊#天气	今天早上居然下雪了
1236	闲聊#天气	今天的天气一般
1237	闲聊#天气	今天的天气好闷热
1238	闲聊#天气	今天的太阳挺烈的
1239	闲聊#天气	今年和往年一样又刮起了严重的雾霾
1240	闲聊#天气	冷空气给这个地方带来了一场大雨
1241	闲聊#天气	冷空气还有两天到达
1242	闲聊#天气	别忘了带伞
1243	闲聊#天气	去年的国庆节下好大的雪
1244	闲聊#天气	听说冷空气南下了
1245	闲聊#天气	听说台风快到这边了
1246	闲聊#天气	听说明天会下雨
1247	闲聊#天气	夏天，雷雨到来之前，在天空先会看到积云
1248	闲聊#天气	多云、
1249	闲聊#天气	大到暴雪
1250	闲聊#天气	大暴雨到特大暴雨、
1251	闲聊#天气	天气不错，适宜晾晒衣物
1252	闲聊#天气	天气怎么样
1253	闲聊#天气	天气慢慢变冷了
1254	闲聊#天气	天气渐渐回暖了
1255	闲聊#天气	天气温度持续高涨
1256	闲聊#天气	天气炎热
1257	闲聊#天气	天气预报
1258	闲聊#天气	天气预报说今天是晴天然而并不是
1259	闲聊#天气	天气预报说后天气温会降到零度以下
1260	闲聊#天气	天气预报说接下来的一个星期里天气怎么样？
1261	闲聊#天气	好冷
1262	闲聊#天气	好热
1263	闲聊#天气	寒冷的天气让人不想出门
1264	闲聊#天气	小到中雪、
1265	闲聊#天气	小雨、中雨、大雨、暴雨、大暴雨、特大暴雨
1266	闲聊#天气	强降雨逐渐南压
1267	闲聊#天气	往年三月份这里都会有回南天
1268	闲聊#天气	微风
1269	闲聊#天气	快下雨了
1270	闲聊#天气	我不喜欢在这种恶劣的天气下旅行
1271	闲聊#天气	我很喜欢这种凉飕飕的天气
1272	闲聊#天气	持续暴雨
1273	闲聊#天气	持续的雷暴雨让人觉得很不舒服
1274	闲聊#天气	接下来的几个星期里平均空气湿度将会达到全年最高
1275	闲聊#天气	早上一起来路上全都是雪
1276	闲聊#天气	明天又将是晴空万里的一天
1277	闲聊#天气	明天天气好不好
1278	闲聊#天气	明天天气好像很好
1279	闲聊#天气	明天天气如何
1280	闲聊#天气	明天天气怎么样
1281	闲聊#天气	明天开始就降温了
1282	闲聊#天气	昨天下了一场滂沱大雨
1283	闲聊#天气	昨天下了好大的暴雨
1284	闲聊#天气	昨天就下了一会儿的雨
1285	闲聊#天气	昨天晚上下了好大的雪
1286	闲聊#天气	昨晚好像下大暴雨
1287	闲聊#天气	晴、
1288	闲聊#天气	暴雨到大暴雨、
1289	闲聊#天气	最近天气有点反复无常
1290	闲聊#天气	最近的天气好潮湿
1291	闲聊#天气	最近的天气挺好的
1292	闲聊#天气	最近这几天的天气真是坏得不行
1293	闲聊#天气	最近这几天都是阴天
1294	闲聊#天气	最近都是一会儿晴一会儿阴
1295	闲聊#天气	最近风有点大
1296	闲聊#天气	未来三天，长江中下游地区将有中到大雨
1297	闲聊#天气	每年的清明节我家乡都会下绵绵细雨
1298	闲聊#天气	气象台发布了暴雨预警
1299	闲聊#天气	浮尘、扬沙、沙尘暴、强沙尘暴、特强沙尘暴
1300	闲聊#天气	由于雾霾我们周末只能待在家里
1301	闲聊#天气	秋高日爽的天气让人心旷神怡
1302	闲聊#天气	空气质量令人满意，基本无空气污染
1303	闲聊#天气	老子热死了
1304	闲聊#天气	轻雾，浓雾，强浓雾，轻微霾，轻度霾，中度霾，重度霾，特强霾，霰，飑线
1305	闲聊#天气	这个台风还有2个小时就到达
1306	闲聊#天气	这个周末台风就到了
1307	闲聊#天气	这个地方一年里有一半的时间都在下雨
1308	闲聊#天气	这个地方好多年没有下过雪了
1309	闲聊#天气	这个月刮了3次台风
1310	闲聊#天气	这么大的雾很影响人们的出行
1311	闲聊#天气	这么浓的雾我还是第一次见
1312	闲聊#天气	这几天天气真的好冷
1313	闲聊#天气	这几天好热
1314	闲聊#天气	这几天气温好高啊
1315	闲聊#天气	这几天温度居然高达40度
1316	闲聊#天气	这几天都是阴天
1317	闲聊#天气	这场雨持续了整整一个星期
1318	闲聊#天气	这场雪下了整整一天
1319	闲聊#天气	这样的雾霾天气让人们觉得非常难受
1320	闲聊#天气	这种回南天真让人受不了
1321	闲聊#天气	这种天气很舒服
1322	闲聊#天气	这种天气最适合人们出游
1323	闲聊#天气	这里好久没有下过雨了
1324	闲聊#天气	这里的全年平均气温居世界第一高
1325	闲聊#天气	阴
1326	闲聊#天气	阴天
1327	闲聊#天气	阵雨
1328	闲聊#天气	阵雪、小雪、中雪、大雪、暴雪、
1329	闲聊#天气	雨势明显增强
1330	闲聊#天气	雨夹雪、
1331	闲聊#天气	雷阵雨、
1332	闲聊#天气	雷阵雨伴有冰雹、
1333	闲聊#天气	雷阵雨转多云
1334	闲聊#天气	雾、冻雨、沙尘暴、小到中雨、中到大雨、大到暴雨
1335	闲聊#天气	面对火辣辣的太阳，你真的懂如何防晒吗
1336	闲聊#天气	﻿天气好吗
1337	闲聊#时间	19点30分
1338	闲聊#时间	1个小时有60分钟
1339	闲聊#时间	1分钟有60秒
1340	闲聊#时间	2000年不是闰年
1341	闲聊#时间	23点59分59秒
1342	闲聊#时间	24个小时
1343	闲聊#时间	3点钟
1344	闲聊#时间	一分钟有多少秒
1345	闲聊#时间	一天
1346	闲聊#时间	一天有多长
1347	闲聊#时间	下午两点半
1348	闲聊#时间	不知道现在几点
